,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,average_salary,company_text,Job_state,company_age,python_yn,rstudio_yn,spark_yn,powerbi_yn,aws_yn,excel_yn
754,"Senior Data Scientist, NLP / Conversational AI",$67K - $103K (Employer est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","San Francisco, CA",5001 to 10000 Employees,2013,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,0,0,67,103,85.0,"Carvana
", CA,9,0,0,0,0,0,0
755,Jr. Data Scientist,$67K - $103K (Employer est.),"Experience with statistics/machine learning packages such as Spark MLlib, Python (scikit-learn, pandas, numpy, scipy, Matplotlib), Keras, TensorFlow, PyTorch etc.

Insurance industry experience is an advantage.

ML/NLP/Deep Learning knowledge/experience is an advantage.

Competencies for Analyst I, Data Science, typically acquired through a Master`s degree (in Statistics, Mathematics, Economics, Actuarial Science or other scientific field of study) and 0-1 years of experience or may be acquired through a Bachelor`s degree and 3+ years of relevant experience.",5.0,"Aroopa
5.0","San Francisco, CA",1 to 50 Employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,0,67,103,85.0,"Aroopa
", CA,-1,1,0,1,0,0,0
756,Wellbeing Data Scientist - Trust & Safety,$67K - $103K (Employer est.),"TikTok is the leading destination for short-form video. Our mission is to inspire creativity and bring joy.

Our Trust & Safety team's commitment is to keep our online community safe. We have invested heavily in human and machine-based moderation to remove harmful content quickly and often before it reaches our general community.

Our Global Wellbeing (GW) Team is responsible for the development, implementation and measurement of global strategy and programs for all T&S teams. These are designed to support and promote positive physical and psychological health, as well as healthy working environments, especially for those who work with potentially harmful content and for both in-house teams and business partners.

The goal of the Wellbeing Data Scientist is to help the business make sound decisions using data. As a data scientist within our Wellbeing team, you will work closely with cross-functional partners such as program managers and specialists, HR, and Operations to identify measures to predict psychological harm for Trust & Safety employees. This is accomplished by proactively analyzing the relationship between performance and people metrics and delivering insights to influence Trust & Safety decisions.




Trust & Safety is committed to the wellbeing of all our employees. Our promise is to provide comprehensive and evidence-based programs, to promote and support physical and mental wellbeing throughout each employee's journey with us. We believe that wellbeing is a relationship and that everyone has a part to play, so we work in collaboration and consultation with our employees and across our functions in order to ensure a truly person-centred, innovative and integrated approach.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.",3.6,"TikTok
3.6","Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"TikTok
", CA,6,0,0,0,0,0,0
757,Jr. Data Scientist,$67K - $103K (Employer est.),"Paramount Global (NASDAQ: PARA, PARAA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwide. Driven by iconic studios, networks and streaming services, Paramount's portfolio of consumer brands includes CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, Paramount+, Pluto TV and Simon & Schuster, among others. Paramount delivers the largest share of the U.S. television audience and boasts one of the industry's most important and extensive libraries of TV and film titles. In addition to offering innovative streaming services and digital video products, the company provides powerful capabilities in production, distribution and advertising solutions.
Advertising on all formats is being reinvented through new business models and the combination of big data, predictive analytics, optimization and other modern data science and analysis techniques. Paramount's Advanced Advertising Group is at the forefront of this reinvention of advertising and is currently looking for key new individuals to join our team!

The Product Science and Analytics team is looking for a Junior Data Scientist. In this role, you will need to gain an understanding of our platform, including the predictive, simulation, and optimization models that power it – as well as how those models impact our underlying business. You will be expected to monitor and maintain existing prediction, optimization, and simulation engines. You will also implement custom queries against our data warehouse, run statistical data analyses, and other types of analyses related to platform performance. You will work closely with a dedicated science and software engineering team, as well as key operational teams, to validate and ensure platform KPI performance!


Work with data scientists, data engineers, and software engineers to deliver analysis aimed at underlying business objectives
Execute data driven methodologies to improve product performance and capability
Monitor and maintain platform health, as determined by Vantage business leadership
Ensure technical approaches taken by the Science and Analysis team are appropriate for their objective and underlying data structure
Brainstorm new functionality and features for future platform improvements
Work with semi-technical and non-technical business units in delivering actionable insights from large data sets


Passion for problem-solving and the ability to find answers to difficult questions – the sort of answers that others might struggle to find
Acute attention to detail, strong critical thinking skills, and excellent time management skills
Experience working with production data science systems
Proficiency with extracting insights from large data sets and communicating the results to non-technical staff
Highly proficient in Excel (advanced formulas, pivot tables) and PowerPoint
Comfortable programming in Python and SQL
Basic grasp of relational database structures and data management
Familiarity with cloud-based infrastructure (Amazon Web Services) or Unix/Linux based systems.
Bachelor’s Degree in a STEM field with 2+ years professional experience in data analytics, media tech or ad tech -OR- Master’s/Ph.D. in a STEM field.


Experience in media at an agency, network, or ad-tech firm with a fundamental understanding of digital, addressable, programmatic and/or television advertising
Experience working in a team environment
Strong written and oral communication skills, including experience building and leading presentations
A committed, entrepreneurial approach to building businesses within a fast-paced environment focused on changing the way partners perceive our brand and our product

Paramount is an equal opportunity employer (EOE) including disability/vet.

At Paramount, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. Paramount is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.paramount.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to viacomaccommodations@viacom.com. Only messages left for this purpose will be returned.",3.8,"Paramount
3.8","New York, NY",1 to 50 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,67,103,85.0,"Paramount
", NY,24,1,0,0,0,0,1
758,Data Scientist,$67K - $103K (Employer est.),"At PDF Solutions, we’re transforming the semiconductor and electronics manufacturing industry with our AI platform that improves yield and lowers manufacturing costs at some of the largest chip makers in the world. Not just machine learning, but AI. We’re seeking an experienced Data Scientist to join our team, who is responsible for developing model pipelines to enable and drive production of the world’s most advanced chips. We look for people who are self-motivated and passionate about the transformative potential of AI. You’ll be able to hone your skills while working side by side with industry experts who have decades of experience. The candidate must be an organized and highly motivated team player with strong initiative and communication skills, and possesses the drive to deliver quality results on time in a complex, intensive, and highly productive environment.
RESPONSIBILITIES
Help design, implement, and validate the ML Pipelines while collaborating with other data scientists.",4.5,"Cimetrix by PDF Solutions
4.5","Santa Clara, CA",51 to 200 Employees,1985,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"Cimetrix by PDF Solutions
", CA,37,0,0,0,0,0,0
759,Data Scientist,$67K - $103K (Employer est.),"Something about us...
data.ai is the mobile standard and the trusted source for the digital economy. Our vision is to be the first Unified Data AI company that combines consumer and market data to provide insights powered by artificial intelligence. We passionately serve enterprise clients to create winning digital experiences for their customers.
We care deeply about our high performance culture and operate as a global team. We have set excellence as our standard, hold each other accountable, continuously push innovation and win with style.
We are a remote-first company as we trust our people to get it done from the location that works for them.",4.5,"data.ai
4.5","San Francisco, CA",201 to 500 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,0,67,103,85.0,"data.ai
", CA,12,0,0,0,0,0,1
760,"Senior Data Scientist, Experience",$67K - $103K (Employer est.),"Data, Research & Insights
Data Science
Delivering the best Spotify experience possible. To as many people as possible. In as many moments as possible. That’s what the Experience team is all about. We use our deep understanding of consumer expectations to enrich the lives of millions of our users all over the world, bringing the music and audio they love to the devices, apps and platforms they use every day.
Location
Berlin or Remote EMEA
Job type
Permanent",4.2,"Spotify
4.2","Berlin, OR",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"Spotify
", OR,16,0,0,0,0,0,0
761,Data Scientist,$67K - $103K (Employer est.),"RAPP SF is looking for a Data Scientist to join our award-winning Marketing Sciences team.
ABOUT RAPP
Our purpose
We are the agency absolutely, utterly, fiercely focused on the individual. We use our data, technology and creative smarts to make meaningful, connections with every single person a brand knows.
As a guiding ethos, RAPP stands up for Individuality. So much so, that it's in our agency value proposition. We're committed to racial justice, equality and equity, representation, and unbiased opportunity – because we know that embracing diversity in all its facets helps us create our best work. Harnessing the experiences of all our Fiercely Individual people, and the differences among us, is the surest way to positively impact our business and network culture.",3.3,"RAPP
3.3","San Francisco, CA",501 to 1000 Employees,1965,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,67,103,85.0,"RAPP
", CA,57,0,0,0,0,0,0
762,Data Scientist,$67K - $103K (Employer est.),"Overview:
The Data Scientist provides data analysis and model building in collaboration with and in support of senior Data Scientists in the Product and Pricing Strategy Group. Will support the pricing strategy team by analyzing vast amounts of raw data to find patterns and help to build models that will help improve profitability, our customers’ experience, improve processes, and mitigate risks. Will utilize skills as a Data Scientist to extract valuable business insights, and make real-time predictions to improve the profitability of our business or how our business operates.
Job Description:
Work with manager and senior team members to understand the business problem and the objectives.
Support project leads to identify valuable data sources, and work with our IT team to collect such data
Ideal Candidate will have the following::",3.5,"Pennymac
3.5","Westlake Village, Los Angeles, CA",5001 to 10000 Employees,2008,Company - Public,Lending,Finance,$2 to $5 billion (USD),0,0,67,103,85.0,"Pennymac
", CA,14,0,0,0,0,0,0
763,Data Scientist,$67K - $103K (Employer est.),"At MarketDial we equip our clients with the easiest-to-use and most accurate solution to conduct offline A/B testing. In short, we provide our clients with the tools they need to set up statistically robust trials to test various initiatives across their business. This allows them to learn quickly and have greater confidence in the initiatives they ultimately decide to roll out - saving time, money, and energy. To date, our software has allowed our clients across the retail, grocery, c-store, restaurant, and manufacturing markets to make sophisticated multi-million dollar marketing, pricing, staffing, and operational decisions through offline A/B testing.
We pride ourselves on offering our clients unparalleled support to ensure their success with MarketDial. We are currently seeking a Data Scientist to uniquely support our clients in the U.S. and abroad.
Job description:",5.0,"MarketDial
5.0","Salt Lake City, UT",1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"MarketDial
", UT,7,0,0,0,0,0,0
764,Data Scientist,$67K - $103K (Employer est.),"About the role:
The data scientist will be responsible for developing and maintaining ML models, using alternative data, for various stages of the credit lifecycle: approval, user behavior monitoring and collections.
Key responsibilities:
Data cleaning, manipulation and aggregation for exploration and developing predictive models.
Research and implement algorithms to model real-world payments patterns
Analyse/test the model's effectiveness",-1.0,Net2Aspire LLC,"California City, CA",-1,-1,-1,-1,-1,-1,0,0,67,103,85.0,Net2Aspire LLC, CA,-1,0,0,0,0,0,0
765,Data Scientist - Psychology,$67K - $103K (Employer est.),"Overview
Global video game publisher/developer headquartered in Rockville MD, seeks a Data Scientist- Psychology to join the Enterprise Business Intelligence team. This position works within the Enterprise BI Team and is responsible for conducting research using game, customer, and business data.

The incumbent will have at least 2 years of relevant experience partnering with both technical and business teams to facilitate research. The Data Scientist-Psychology will work within a multidisciplinary Data Science team to help answer questions about how customers interact with our products and provide research on those interactions.",3.6,"Bethesda Softworks
3.6","Hunt Valley, MD",51 to 200 Employees,-1,Subsidiary or Business Segment,Video Games,Media,$5 to $10 million (USD),0,0,67,103,85.0,"Bethesda Softworks
", MD,-1,0,0,0,0,0,0
766,Data Scientist,$67K - $103K (Employer est.),"What we offer
Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now!

COMPANY DESCRIPTION

SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures. SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.",4.4,"SAP
4.4","Bellevue, WA",10000+ Employees,1972,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),0,0,67,103,85.0,"SAP
", WA,50,0,0,0,0,0,0
767,Data Scientist - Psychology,$67K - $103K (Employer est.),"Overview:
Global video game publisher/developer headquartered in Rockville MD, seeks a Data Scientist- Psychology to join the Enterprise Business Intelligence team. This position works within the Enterprise BI Team and is responsible for conducting research using game, customer, and business data.

The incumbent will have at least 2 years of relevant experience partnering with both technical and business teams to facilitate research. The Data Scientist-Psychology will work within a multidisciplinary Data Science team to help answer questions about how customers interact with our products and provide research on those interactions.
Responsibilities:
Help the studio better understand its data and provide recommendations to help optimize design, shape business strategy, and make predictions to improve the customer experience
Qualifications:
Preferred Skills:
Applicant Privacy Notice:",3.4,"ZeniMax Media Inc.
3.4","Hunt Valley, MD",201 to 500 Employees,1999,Company - Private,Video Games,Media,Unknown / Non-Applicable,0,0,67,103,85.0,"ZeniMax Media Inc.
", MD,23,0,0,0,0,0,0
768,Data Scientist,$67K - $103K (Employer est.),"About Lark
Lark is the world's largest A.I. healthcare provider, servicing nearly 2 million patients living with or at risk of a chronic disease. Lark is a companion app on the user's phone providing real-time coaching, guidance, and health insights to users. We are on a mission to disrupt the healthcare industry and make the world a healthier, happier place. Come join our team!
The Role
We are looking for talented individuals who have post graduate working experience as a Data Scientist to join our growing team! In this role you'll work with the data, product, and business teams to analyze user behavior cohorts, and give recommendations on the best action to take for improving outcomes for our users, and for the business.
What You'll Do
Analyze the impact of recently deployed features to determine their impact on user engagement",4.3,"Lark Health
4.3","Mountain View, CA",51 to 200 Employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),0,0,67,103,85.0,"Lark Health
", CA,11,0,0,0,0,0,0
769,Data Scientist,$67K - $103K (Employer est.),"Yext (NYSE: YEXT) is building the next big thing in AI search, and the next big thing is answers.

With the explosion of information and data online, search has never been more important. However, while the world of consumer search has innovated over time, enterprise search has not. In fact, the majority of enterprise search is powered by outdated keyword technology that only scans for keywords and delivers a list of hyperlinks rather than actually answering questions. Yext, the AI Search Company, offers a modern, AI-powered Answers Platform that understands natural language so that when people ask questions about a business online they get direct answers – not links.

We have a big, audacious mission to transform the enterprise with AI search. To achieve that, we need bright minds and diverse perspectives to join our growing company and help us continue to disrupt an industry. Does this sound like you?",3.9,"Yext
3.9","New York, NY",1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),0,0,67,103,85.0,"Yext
", NY,16,0,0,0,0,0,0
770,decision scientist - Remote,$67K - $103K (Employer est.),"Job Posting
: Apr 5, 2022
Job Posting End Date
: May 6, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD),0,0,67,103,85.0,"Starbucks
", WA,51,0,0,0,0,0,0
771,Data Scientist,$67K - $103K (Employer est.),"Data Scientist
Overview:
The community has a need for timely and accurate COVID-19 results and information to protect themselves and others during this pandemic. GS Labs is responding to this call-to-action. We are prepared to provide this testing in a professional, safe environment and need reliable and detail-oriented people willing to join our team. If you feel called to contribute to the community in a meaningful way while earning a good wage, this opportunity might be for you.

What are we looking for?
We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.",4.2,"GS Labs, LLC
4.2","Omaha, NE",1001 to 5000 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"GS Labs, LLC
", NE,19,0,0,0,0,0,0
772,Data Scientist,$67K - $103K (Employer est.),"Moodys Northwest Consulting looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms",-1.0,Moodys Northwest consulting,"Bellevue, WA",-1,-1,-1,-1,-1,-1,0,0,67,103,85.0,Moodys Northwest consulting, WA,-1,0,0,0,0,0,0
773,Data Scientist,$67K - $103K (Employer est.),"As a Data Scientist for Engage3, you will bring tremendous innovation to the retail industry by building and delivering the next generation of transformative price management solutions.
You should be able to demonstrate the ability to model and analyze large-scale datasets and exhibit strong systematic thinking and detail-oriented skills to assure the integrity of various solutions. You should also have experience of collaborating across organizational boundaries.
Responsibilities:
Validating the integrity of various modeling solutions on a regular basis and standardizing the process
Analyzing large-scale datasets and effectively visualizing and communicating findings with the team and customers",4.3,"Engage3
4.3","Davis, CA",51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"Engage3
", CA,14,0,0,0,0,0,0
774,Data Scientist,$67K - $103K (Employer est.),"Company Description

Public Storage is recognized as one of America’s Best Large Employers in 2022 by Forbes and our employees have also voted us as a Great Place to Work, having Best Career Growth, ranked us in the Top 5% for Work Culture, and in the Top 10% for Diversity and Inclusion.
With more than 2,800 locations nationwide, Public Storage is the leader in the self-storage industry, and given our number of tenants, we may very well be the world's largest landlord. We've experienced unprecedented growth over the past four decades, and it's in no small part due to the dedicated team that has helped us become an S&P 500 industry leader, the country's largest real estate investment trust (REIT), and the most recognizable name in self-storage.

Job Description",3.2,"Public Storage
3.2","Glendale, CA",5001 to 10000 Employees,1972,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),0,0,67,103,85.0,"Public Storage
", CA,50,0,0,0,0,0,0
775,Data Scientist,$67K - $103K (Employer est.),"Blockchain.com is the world's leading software platform for digital assets. Offering the largest production blockchain platform in the world, we share the passion to code, create, and ultimately build an open, accessible and fair financial future, one piece of software at a time.
We are looking for a Data Scientist to join our Data Science and Business Intelligence team. Exploiting data is core to our business, and in this role you will have an opportunity to:
Enable world-class user experiences across all our products by developing and deploying predictive models
Support the organization across a range of areas including: experimentation, fraud, market signals, business intelligence and data visualization
Develop derivative data products from the crypto ecosystem (on-chain, exchanges, etc) for internal and external consumption.",4.1,"Blockchain.com
4.1","San Francisco, CA",51 to 200 Employees,2011,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"Blockchain.com
", CA,11,0,0,0,0,0,0
776,Junior Data Scientist,$67K - $103K (Employer est.),"About Enterprise Data and Analytics:
The Data and Analytics (DnA) Services organization is transforming how Coca-Cola leverages data across the entire company. We passionately develop and scale leading data capabilities for Coca-Cola, driving growth and delighting consumers through innovation and agile, insight-led decision making.
Job Description Summary:
You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization.",4.0,"The Coca-Cola Company
4.0","Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,67,103,85.0,"The Coca-Cola Company
", GA,136,0,0,0,0,0,0
777,Data Scientist - Role can be remote,$67K - $103K (Employer est.),"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International & Diagnostics, Kinship. Under this new organization of Petcare Product and Service brands, we launched our Strategy in 2018 with an objective to “Create a Better World for Pets by extending global leadership in Nutrition, Health and Services powered by Data”.
With the breadth and scale of our Petcare businesses we have unique and unrivalled data assets. The potential to create benefits for Pets and sustainable competitive advantage is huge and we need to seize this opportunity now.
Our data assets consist of Veterinary data including appointment and invoice details as well as the medical histories and diagnostic details this provides. We have breed and disease marker data from our DNA diagnostics business (Wisdom Health), Location and Activity Tracking data from our Whistle business. From our nutrition businesses we have sales data, some consumer data as well as valuable information about retailers, Veterinarians, Breeders and Shelters. We also have third party data providing us with product purchasing insights and the potential to develop deeper and broader views into Petcare shopping through collaboration and D2C engagement.",4.2,"MARS
4.2","Newark, NJ",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,67,103,85.0,"MARS
", NJ,111,0,0,0,0,0,0
778,Data Scientist,$67K - $103K (Employer est.),"Rec Room is the best place to build and play games together. Chat, hang out, explore MILLIONS of rooms, or build something new to share with us all! As a Senior Product Data Scientist at Rec Room, you will be responsible for a large strategic area and will use data to be an advocate for our players. Your insights into what users are doing on the platform will inform broader team strategy and impact their short and long-term roadmap. You'll be equal parts leader, investigator, and storyteller, shaping experiences towards delighting players and building a sustainable business.
As we scale, Product Data Scientists will embed within individual teams, and as the Senior Product Data Scientist, you would be expected to drive product thinking at the broader team level and guide other data scientists as needed. You might be helping the econ team think through how to scale the buyer and builder ecosystem, or helping the growth team think through how to give users more reason to return to the app. You might also help the User Generated Content team think through how to enable creators to build the best products, or the social team how to make a player's experience more meaningful. The questions and potential for impact are huge.",-1.0,Rec Room,"Seattle, WA",-1,-1,-1,-1,-1,-1,0,0,67,103,85.0,Rec Room, WA,-1,0,0,0,0,0,0
779,Data Scientist - Experimentation Platform,$67K - $103K (Employer est.),"About Faire
Faire is an online wholesale marketplace built on the belief that the future is local — there are over 2 million independent retailers in North America and Europe doing more than $2 trillion in revenue. At Faire, we're using the power of tech, data, and machine learning to connect this thriving community of entrepreneurs across the globe. Picture your favorite boutique in town — we help them discover the best products from around the world to sell in their stores. With the right tools and insights, we believe that we can level the playing field so that small businesses everywhere can compete with these big box and e-commerce giants.
By supporting the growth of independent businesses, Faire is driving positive economic impact in local communities, globally. We're looking for smart, resourceful and passionate people to join us as we power the shop local movement. If you believe in community, come join ours.",4.8,"Faire
4.8","San Francisco, CA",201 to 500 Employees,2017,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,0,0,67,103,85.0,"Faire
", CA,5,0,0,0,0,0,0
780,"IT Specialist (Data Scientist), ZP-2210-3 (DE/CR)",$67K - $103K (Employer est.),"Help
This job is open to
Career transition (CTAP, ICTAP, RPL)
Federal employees who meet the definition of a ""surplus"" or ""displaced"" employee.
The public
U.S. Citizens, Nationals or those who owe allegiance to the U.S.",4.3,"US National Oceanic and Atmospheric Administration
4.3","Asheville, NC",10000+ Employees,1970,Government,Federal Agencies,Government,$1 to $5 million (USD),0,0,67,103,85.0,"US National Oceanic and Atmospheric Administration
", NC,52,0,0,0,0,0,0
781,"data scientist, Supply Chain - Remote",$67K - $103K (Employer est.),"Job Posting
: Apr 4, 2022
Job Posting End Date
: May 5, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD),0,0,67,103,85.0,"Starbucks
", WA,51,0,0,0,0,0,0
782,"Deep Learning Engineer/Scientist, Tesla Bot",$67K - $103K (Employer est.),"The Role

Tesla is on a path to build humanoid bi-pedal robots at scale to automate repetitive and boring tasks for manufacturing/logistics. Core to the Tesla Bot, the deep learning stack presents a unique opportunity to work on state-of-the-art neural network algorithms for deep learning culminating in their deployment to real world production applications. Our deep learning research scientists and engineers develop and own this stack from inception to deployment.

Responsibilities

Train machine learning and deep learning models on a computing cluster to perform visual recognition tasks, such as segmentation and detection",3.7,"Tesla
3.7","Palo Alto, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,67,103,85.0,"Tesla
", CA,19,0,0,0,0,0,0
783,COMPUTER SCIENTIST (DATA SCIENTIST/DATA ANALYST),$67K - $103K (Employer est.),"Help
This job is open to
The public
U.S. Citizens, Nationals or those who owe allegiance to the U.S.
Clarification from the agency
This announcement is open to: All U..S. Citizens.",2.9,"US Defense Counterintelligence and Security Agency
2.9","Fort Meade, MD",10000+ Employees,2019,Government,Federal Agencies,Government,Unknown / Non-Applicable,0,0,67,103,85.0,"US Defense Counterintelligence and Security Agency
", MD,3,0,0,0,0,0,0
784,Wellbeing Data Scientist - Trust & Safety,$67K - $103K (Employer est.),"TikTok is the leading destination for short-form video. Our mission is to inspire creativity and bring joy.

Our Trust & Safety team's commitment is to keep our online community safe. We have invested heavily in human and machine-based moderation to remove harmful content quickly and often before it reaches our general community.

Our Global Wellbeing (GW) Team is responsible for the development, implementation and measurement of global strategy and programs for all T&S teams. These are designed to support and promote positive physical and psychological health, as well as healthy working environments, especially for those who work with potentially harmful content and for both in-house teams and business partners.

The goal of the Wellbeing Data Scientist is to help the business make sound decisions using data. As a data scientist within our Wellbeing team, you will work closely with cross-functional partners such as program managers and specialists, HR, and Operations to identify measures to predict psychological harm for Trust & Safety employees. This is accomplished by proactively analyzing the relationship between performance and people metrics and delivering insights to influence Trust & Safety decisions.




Trust & Safety is committed to the wellbeing of all our employees. Our promise is to provide comprehensive and evidence-based programs, to promote and support physical and mental wellbeing throughout each employee's journey with us. We believe that wellbeing is a relationship and that everyone has a part to play, so we work in collaboration and consultation with our employees and across our functions in order to ensure a truly person-centred, innovative and integrated approach.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.",3.6,"TikTok
3.6","Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,67,103,85.0,"TikTok
", CA,6,0,0,0,0,0,0
785,"Senior Data Scientist, NLP / Conversational AI",$67K - $103K (Employer est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","San Francisco, CA",5001 to 10000 Employees,2013,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,0,0,67,103,85.0,"Carvana
", CA,9,0,0,0,0,0,0
