Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"senior data scientist - Customer, Marketing & Product - Remote",$67K - $103K (Employer est.),"Job Posting
: Apr 5, 2022
Job Posting End Date
: May 6, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD)
Jr. Data Scientist,$67K - $103K (Employer est.),"Paramount Global (NASDAQ: PARA, PARAA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwide. Driven by iconic studios, networks and streaming services, Paramount's portfolio of consumer brands includes CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, Paramount+, Pluto TV and Simon & Schuster, among others. Paramount delivers the largest share of the U.S. television audience and boasts one of the industry's most important and extensive libraries of TV and film titles. In addition to offering innovative streaming services and digital video products, the company provides powerful capabilities in production, distribution and advertising solutions.
Advertising on all formats is being reinvented through new business models and the combination of big data, predictive analytics, optimization and other modern data science and analysis techniques. Paramount's Advanced Advertising Group is at the forefront of this reinvention of advertising and is currently looking for key new individuals to join our team!

The Product Science and Analytics team is looking for a Junior Data Scientist. In this role, you will need to gain an understanding of our platform, including the predictive, simulation, and optimization models that power it – as well as how those models impact our underlying business. You will be expected to monitor and maintain existing prediction, optimization, and simulation engines. You will also implement custom queries against our data warehouse, run statistical data analyses, and other types of analyses related to platform performance. You will work closely with a dedicated science and software engineering team, as well as key operational teams, to validate and ensure platform KPI performance!


Work with data scientists, data engineers, and software engineers to deliver analysis aimed at underlying business objectives
Execute data driven methodologies to improve product performance and capability
Monitor and maintain platform health, as determined by Vantage business leadership
Ensure technical approaches taken by the Science and Analysis team are appropriate for their objective and underlying data structure
Brainstorm new functionality and features for future platform improvements
Work with semi-technical and non-technical business units in delivering actionable insights from large data sets


Passion for problem-solving and the ability to find answers to difficult questions – the sort of answers that others might struggle to find
Acute attention to detail, strong critical thinking skills, and excellent time management skills
Experience working with production data science systems
Proficiency with extracting insights from large data sets and communicating the results to non-technical staff
Highly proficient in Excel (advanced formulas, pivot tables) and PowerPoint
Comfortable programming in Python and SQL
Basic grasp of relational database structures and data management
Familiarity with cloud-based infrastructure (Amazon Web Services) or Unix/Linux based systems.
Bachelor’s Degree in a STEM field with 2+ years professional experience in data analytics, media tech or ad tech -OR- Master’s/Ph.D. in a STEM field.


Experience in media at an agency, network, or ad-tech firm with a fundamental understanding of digital, addressable, programmatic and/or television advertising
Experience working in a team environment
Strong written and oral communication skills, including experience building and leading presentations
A committed, entrepreneurial approach to building businesses within a fast-paced environment focused on changing the way partners perceive our brand and our product

Paramount is an equal opportunity employer (EOE) including disability/vet.

At Paramount, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. Paramount is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.paramount.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to viacomaccommodations@viacom.com. Only messages left for this purpose will be returned.",3.8,"Paramount
3.8","New York, NY",1 to 50 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
"Senior Data Scientist, NLP / Conversational AI",$67K - $103K (Employer est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","San Francisco, CA",5001 to 10000 Employees,2013,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable
Wellbeing Data Scientist - Trust & Safety,$67K - $103K (Employer est.),"TikTok is the leading destination for short-form video. Our mission is to inspire creativity and bring joy.

Our Trust & Safety team's commitment is to keep our online community safe. We have invested heavily in human and machine-based moderation to remove harmful content quickly and often before it reaches our general community.

Our Global Wellbeing (GW) Team is responsible for the development, implementation and measurement of global strategy and programs for all T&S teams. These are designed to support and promote positive physical and psychological health, as well as healthy working environments, especially for those who work with potentially harmful content and for both in-house teams and business partners.

The goal of the Wellbeing Data Scientist is to help the business make sound decisions using data. As a data scientist within our Wellbeing team, you will work closely with cross-functional partners such as program managers and specialists, HR, and Operations to identify measures to predict psychological harm for Trust & Safety employees. This is accomplished by proactively analyzing the relationship between performance and people metrics and delivering insights to influence Trust & Safety decisions.




Trust & Safety is committed to the wellbeing of all our employees. Our promise is to provide comprehensive and evidence-based programs, to promote and support physical and mental wellbeing throughout each employee's journey with us. We believe that wellbeing is a relationship and that everyone has a part to play, so we work in collaboration and consultation with our employees and across our functions in order to ensure a truly person-centred, innovative and integrated approach.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.",4.2,"ByteDance
4.2","Mountain View, CA",10000+ Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Jr. Data Scientist,$67K - $103K (Employer est.),"Experience with statistics/machine learning packages such as Spark MLlib, Python (scikit-learn, pandas, numpy, scipy, Matplotlib), Keras, TensorFlow, PyTorch etc.

Insurance industry experience is an advantage.

ML/NLP/Deep Learning knowledge/experience is an advantage.

Competencies for Analyst I, Data Science, typically acquired through a Master`s degree (in Statistics, Mathematics, Economics, Actuarial Science or other scientific field of study) and 0-1 years of experience or may be acquired through a Bachelor`s degree and 3+ years of relevant experience.",5.0,"Aroopa
5.0","San Francisco, CA",1 to 50 Employees,-1,Unknown,-1,-1,Unknown / Non-Applicable
"Senior Data Scientist, Experience",$67K - $103K (Employer est.),"Data, Research & Insights
Data Science
Delivering the best Spotify experience possible. To as many people as possible. In as many moments as possible. That’s what the Experience team is all about. We use our deep understanding of consumer expectations to enrich the lives of millions of our users all over the world, bringing the music and audio they love to the devices, apps and platforms they use every day.
Location
Berlin or Remote EMEA
Job type
Permanent",4.2,"Spotify
4.2","Berlin, OR",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
decision scientist - Remote,$67K - $103K (Employer est.),"Job Posting
: Apr 5, 2022
Job Posting End Date
: May 6, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD)
Data Scientist - Psychology,$67K - $103K (Employer est.),"Overview:
Global video game publisher/developer headquartered in Rockville MD, seeks a Data Scientist- Psychology to join the Enterprise Business Intelligence team. This position works within the Enterprise BI Team and is responsible for conducting research using game, customer, and business data.

The incumbent will have at least 2 years of relevant experience partnering with both technical and business teams to facilitate research. The Data Scientist-Psychology will work within a multidisciplinary Data Science team to help answer questions about how customers interact with our products and provide research on those interactions.
Responsibilities:
Help the studio better understand its data and provide recommendations to help optimize design, shape business strategy, and make predictions to improve the customer experience
Qualifications:
Preferred Skills:
Applicant Privacy Notice:",3.4,"ZeniMax Media Inc.
3.4","Hunt Valley, MD",201 to 500 Employees,1999,Company - Private,Video Games,Media,Unknown / Non-Applicable
Data Scientist - Role can be remote,$67K - $103K (Employer est.),"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International & Diagnostics, Kinship. Under this new organization of Petcare Product and Service brands, we launched our Strategy in 2018 with an objective to “Create a Better World for Pets by extending global leadership in Nutrition, Health and Services powered by Data”.
With the breadth and scale of our Petcare businesses we have unique and unrivalled data assets. The potential to create benefits for Pets and sustainable competitive advantage is huge and we need to seize this opportunity now.
Our data assets consist of Veterinary data including appointment and invoice details as well as the medical histories and diagnostic details this provides. We have breed and disease marker data from our DNA diagnostics business (Wisdom Health), Location and Activity Tracking data from our Whistle business. From our nutrition businesses we have sales data, some consumer data as well as valuable information about retailers, Veterinarians, Breeders and Shelters. We also have third party data providing us with product purchasing insights and the potential to develop deeper and broader views into Petcare shopping through collaboration and D2C engagement.",4.2,"MARS
4.2","Newark, NJ",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist - Analytics,$67K - $103K (Employer est.),"As a Data Scientist at Hypersonix, you will play a key role in translating data into insights for our clients. You will design, develop and implement processes and frameworks into our AI Platform that will help our clients make sense of the data they generate and consume the insights to make informed decisions.
Roles and Responsibilities
Solve business problems & develop a business solution
Use problem-solving methodologies to propose creative solutions to solve a business problem
Recommend design and develop state-of-the-art data-driven analysis using statistical & advanced analytics methodologies to solve business problems
Develop models & recommend insights

This is a remote position.",5.0,"Hypersonix Inc.
5.0","San Jose, CA",1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist,$67K - $103K (Employer est.),"What we offer
Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now!

COMPANY DESCRIPTION

SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures. SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.",4.4,"SAP
4.4","Bellevue, WA",10000+ Employees,1972,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist - Data Analytics,$67K - $103K (Employer est.),"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the .",4.0,"Costco Wholesale
4.0","Seattle, WA",10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
Junior Data Scientist,$67K - $103K (Employer est.),"About Enterprise Data and Analytics:
The Data and Analytics (DnA) Services organization is transforming how Coca-Cola leverages data across the entire company. We passionately develop and scale leading data capabilities for Coca-Cola, driving growth and delighting consumers through innovation and agile, insight-led decision making.
Job Description Summary:
You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization.",4.0,"The Coca-Cola Company
4.0","Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist - Growth,$67K - $103K (Employer est.),"#TeamNextdoor
Nextdoor is where you connect to the neighborhoods that matter to you so you can belong. Our purpose is to cultivate a kinder world where everyone has a neighborhood they can rely on.
Neighbors around the world turn to Nextdoor daily to receive trusted information, give and get help, get things done, and build real-world connections with those nearby — neighbors, businesses, and public services. Today, neighbors rely on Nextdoor in more than 275,000 neighborhoods across 11 countries.
Meet Your Future Neighbors
As a data scientist at Nextdoor, you'll be responsible for design and oversight of product experiments, own complex analysis to drive company and product strategy, and deploy online and offline models to a production environment. We use a semi-embedded team structure, in which a group of data team members works on a specific product or pillar, interfacing directly with product and engineering stakeholders. The Data Science group is made up of people from a diverse set of backgrounds and perspectives, trained in fields as wide-ranging as psychology, geology, physics, and statistics. We are the mathematical decision scientists for their product development organization and play an active and collaborative role in building and improving the product.",4.4,"Nextdoor
4.4","San Francisco, CA",201 to 500 Employees,2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics (Growth)",$67K - $103K (Employer est.),"Next Insurance is a fast-growing tech company based in Silicon Valley that is led by a team of experienced entrepreneurs with a history of successful outcomes. Our mission is to transform insurance for small businesses by combining world-class technology and phenomenal customer service to offer better insurance at a lower price. As the leading digital insurtech company transforming small business insurance, we are proud to have achieved a company valuation of $4 billion and total funding raised to more than $880 million!

Next Insurance is looking for explorers who are filled with curiosity, have the desire to travel the unbeaten path, and realize new heights in providing small business owners with the peace of mind to run their businesses. If you move fast, and are customer-focused and willing to challenge the status quo, Next Insurance might just be your next journey.",4.3,"Next Insurance
4.3","Palo Alto, CA",501 to 1000 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Scientist - Experimentation Platform,$67K - $103K (Employer est.),"About Faire
Faire is an online wholesale marketplace built on the belief that the future is local — there are over 2 million independent retailers in North America and Europe doing more than $2 trillion in revenue. At Faire, we're using the power of tech, data, and machine learning to connect this thriving community of entrepreneurs across the globe. Picture your favorite boutique in town — we help them discover the best products from around the world to sell in their stores. With the right tools and insights, we believe that we can level the playing field so that small businesses everywhere can compete with these big box and e-commerce giants.
By supporting the growth of independent businesses, Faire is driving positive economic impact in local communities, globally. We're looking for smart, resourceful and passionate people to join us as we power the shop local movement. If you believe in community, come join ours.",4.8,"Faire
4.8","San Francisco, CA",201 to 500 Employees,2017,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable
Data Scientist,$67K - $103K (Employer est.),"At the NBA, we’re passionate about growing and celebrating the game of basketball. Through the intensity of the game and the amazing athletic skill of our players, we deliver excitement to hundreds of millions of fans around the world.
As a global sports and media business, the NBA is so much more. While Basketball Operations runs the league’s on-court activities, other departments manage relationships with television and digital media partners, develop marketing partnerships with some of the world’s most recognizable companies, oversee the licensing of NBA merchandise, and handle a wide range of responsibilities that drive the NBA’s success.

The NBA is committed to providing a safe and healthy workplace. To safeguard our employees and their families, our visitors and the broader community from COVID-19, and in consideration of recommendations from health authorities and the NBA’s own advisors, any individual working onsite in our New York and New Jersey offices must be fully vaccinated against COVID-19, including having received a booster when eligible. The NBA will discuss accommodations for individuals who cannot be vaccinated due to a medical reason or sincerely held religious belief, practice, or observance.",4.0,"the NBA
4.0","New York, NY",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
Data Scientist,$67K - $103K (Employer est.),"We’re a team of bright, kind, goal-oriented individuals who care deeply about achieving great things. We know our individual strengths, but believe that we’re strongest together. Our company is transforming the retail experience as we know it—and we need your big ideas. We just might be the perfect fit.
ABOUT THE TEAM
At Stitch Fix, our data science team combines machine learning with expert human judgment to generate innovative recommendations and insights that transform the way our clients discover what they love. We believe in a curiosity-driven data science culture where members are empowered to deliver impact through end-to-end model development. The diversity of the problems that we work on and the data-rich environment of our business make it possible, even essential, to bring the tools of multiple disciplines to bear on our hardest problems. As a $2B+ company, our growing business is looking for data scientists to join us in the revolutionization of retail.
ABOUT THE ROLE",3.1,"Stitch Fix
3.1","San Francisco, CA",10000+ Employees,2011,Company - Public,Other Retail Stores,Retail,$2 to $5 billion (USD)
"Data Scientist, RegLab",$67K - $103K (Employer est.),"Data Scientist, RegLab
Job Code: 4745
Job Grade: I
The Regulation, Evaluation, and Governance Lab (RegLab) at Stanford University is looking for a Data Scientist to work across our research programs. This role will collaborate closely with teams of research fellows and students on projects related to machine learning and the public sector. We are looking for someone who is a self-learner, research-oriented, and excited by the mission of the Lab.
About us: Stanford RegLab is a social impact lab that partners with government and nonprofits to use machine learning and data science to modernize the public sector. We are an interdisciplinary team of lawyers, data scientists, social scientists, and engineers who are passionate about building high impact demonstration projects for the future of governance. Some of our partners include the EPA, IRS, DOL, and Santa Clara County Public Health.",4.4,"Stanford University
4.4","Stanford, CA",10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD)
Rethink First - Data Visualization Scientist (Remote),$67K - $103K (Employer est.),"Rethink First is on a mission to inspire hope and power potential. Founded in 2008 and headquartered in NYC, Rethink First is a pioneer and market leader in behavioral and mental health technology.

Developed by nationally recognized experts in the field, Rethink’s award-winning online solutions feature comprehensive video-based training and education programs and sophisticated behavior intervention planning tool for individuals and caregivers. Rethink’s offerings include individualized assessments, online skills-based activities, access to remote clinician-led consultations and more.

The Rethink First platform is used by Fortune 500 companies, school districts, government agencies, public and private behavioral health providers, and families caring for individuals with developmental disabilities worldwide.",4.6,"Rethink
4.6","Austin, TX",51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$67K - $103K (Employer est.),"Something about us...
data.ai is the mobile standard and the trusted source for the digital economy. Our vision is to be the first Unified Data AI company that combines consumer and market data to provide insights powered by artificial intelligence. We passionately serve enterprise clients to create winning digital experiences for their customers.
We care deeply about our high performance culture and operate as a global team. We have set excellence as our standard, hold each other accountable, continuously push innovation and win with style.
We are a remote-first company as we trust our people to get it done from the location that works for them.",4.5,"data.ai
4.5","San Francisco, CA",201 to 500 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Data Scientist,$67K - $103K (Employer est.),"We are currently seeking a Senior Data Scientist for a full time, permanent position (remote).
The Data Science team builds machine learning models that recommend best-match candidates for jobs. The team’s mission is to build the world’s best AI matchmaker that can connect all jobs with the right jobseekers.
Responsibilities
Build highly scalable and performant recommendation systems and technologies that can identify best matches between millions of jobs and millions of job seekers in real-time
Experiment with POC ML model improvements, scale them to production, and run iterative AB experiments to improve our matching technology",4.6,"Comcentric
4.6","Cupertino, CA",51 to 200 Employees,2003,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
"Sr Data Scientist, Analytics",$67K - $103K (Employer est.),"About us:
Here at Sojern, we are on a mission to empower travel marketers to move travelers from dream to destination. Powered by machine learning and travel data, Sojern is quickly becoming the #1 travel marketing platform serving thousands of hotels, attractions, airlines and destinations worldwide.
We made Deloitte’s Technology Fast 500 list 6 years in a row, were recognized on the Top Company Cultures list by Entrepreneur Magazine, and were named a Best Place to Work by AdAge. We are headquartered in San Francisco with teams based in Dubai, Dublin, London, Paris, Omaha and Singapore.
Our team is passionate about travel and the core values that define our culture: Win as a team, Embrace Inclusion, Be Genuine, Deliver Wow, and Center Around the Customer.






Flexible work from home options available.",4.2,"Sojern
4.2","Omaha, NE",201 to 500 Employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
Data Scientist,$67K - $103K (Employer est.),"At PDF Solutions, we’re transforming the semiconductor and electronics manufacturing industry with our AI platform that improves yield and lowers manufacturing costs at some of the largest chip makers in the world. Not just machine learning, but AI. We’re seeking an experienced Data Scientist to join our team, who is responsible for developing model pipelines to enable and drive production of the world’s most advanced chips. We look for people who are self-motivated and passionate about the transformative potential of AI. You’ll be able to hone your skills while working side by side with industry experts who have decades of experience. The candidate must be an organized and highly motivated team player with strong initiative and communication skills, and possesses the drive to deliver quality results on time in a complex, intensive, and highly productive environment.
RESPONSIBILITIES
Help design, implement, and validate the ML Pipelines while collaborating with other data scientists.",4.5,"Cimetrix by PDF Solutions
4.5","Santa Clara, CA",51 to 200 Employees,1985,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$67K - $103K (Employer est.),"Who we’re looking for
Toyota’s Digital Solutions Department is looking for a passionate and highly motivated Data Scientist.
The data scientist will play a pivotal role in planning, executing and delivering data focused projects (modeling, delivery and operationalization of analytic results). The bulk of the work will be in statistical modelling (methodology dependent on problem to be solved), management and problem analysis, data exploration and preparation, data collection and integration, operationalization.
The newly hired data scientist will be a key interface between the analytics team, business unit(s) along with various other departments (i.e. ITx and Toyota Connected). Candidates need to be very much self-driven, curious and creative. The role may also support the related roles of data engineer and R&D Program Managers at times.",3.9,"Toyota
3.9","Saline, MI",10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
"IT Specialist (Data Scientist), ZP-2210-3 (DE/CR)",$67K - $103K (Employer est.),"Help
This job is open to
Career transition (CTAP, ICTAP, RPL)
Federal employees who meet the definition of a ""surplus"" or ""displaced"" employee.
The public
U.S. Citizens, Nationals or those who owe allegiance to the U.S.",4.3,"US National Oceanic and Atmospheric Administration
4.3","Asheville, NC",10000+ Employees,1970,Government,Federal Agencies,Government,$1 to $5 million (USD)
"data scientist, Supply Chain - Remote",$67K - $103K (Employer est.),"Job Posting
: Apr 4, 2022
Job Posting End Date
: May 5, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD)
COMPUTER SCIENTIST (DATA SCIENTIST/DATA ANALYST),$67K - $103K (Employer est.),"Help
This job is open to
The public
U.S. Citizens, Nationals or those who owe allegiance to the U.S.
Clarification from the agency
This announcement is open to: All U..S. Citizens.",2.9,"US Defense Counterintelligence and Security Agency
2.9","Fort Meade, MD",10000+ Employees,2019,Government,Federal Agencies,Government,Unknown / Non-Applicable
"Deep Learning Engineer/Scientist, Tesla Bot",$67K - $103K (Employer est.),"The Role

Tesla is on a path to build humanoid bi-pedal robots at scale to automate repetitive and boring tasks for manufacturing/logistics. Core to the Tesla Bot, the deep learning stack presents a unique opportunity to work on state-of-the-art neural network algorithms for deep learning culminating in their deployment to real world production applications. Our deep learning research scientists and engineers develop and own this stack from inception to deployment.

Responsibilities

Train machine learning and deep learning models on a computing cluster to perform visual recognition tasks, such as segmentation and detection",3.7,"Tesla
3.7","Palo Alto, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD)
Wellbeing Data Scientist - Trust & Safety,$67K - $103K (Employer est.),"TikTok is the leading destination for short-form video. Our mission is to inspire creativity and bring joy.

Our Trust & Safety team's commitment is to keep our online community safe. We have invested heavily in human and machine-based moderation to remove harmful content quickly and often before it reaches our general community.

Our Global Wellbeing (GW) Team is responsible for the development, implementation and measurement of global strategy and programs for all T&S teams. These are designed to support and promote positive physical and psychological health, as well as healthy working environments, especially for those who work with potentially harmful content and for both in-house teams and business partners.

The goal of the Wellbeing Data Scientist is to help the business make sound decisions using data. As a data scientist within our Wellbeing team, you will work closely with cross-functional partners such as program managers and specialists, HR, and Operations to identify measures to predict psychological harm for Trust & Safety employees. This is accomplished by proactively analyzing the relationship between performance and people metrics and delivering insights to influence Trust & Safety decisions.




Trust & Safety is committed to the wellbeing of all our employees. Our promise is to provide comprehensive and evidence-based programs, to promote and support physical and mental wellbeing throughout each employee's journey with us. We believe that wellbeing is a relationship and that everyone has a part to play, so we work in collaboration and consultation with our employees and across our functions in order to ensure a truly person-centred, innovative and integrated approach.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.",3.6,"TikTok
3.6","Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"senior data scientist - Customer, Marketing & Product - Remote",$67K - $103K (Employer est.),"Job Posting
: Apr 5, 2022
Job Posting End Date
: May 6, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD)
